war_id,war_name,side,bucket,low,high,notes
yemeni_civil_war,"Yemeni Civil War (Saudi-led intervention, blockade, famine)",Ansar Allah / Houthi-led Sana'a authorities and allied Saleh forces,military_killed,1968,,"The low is only a documented subset: the UN Panel of Experts reportedly listed 1,406 Houthi-recruited children killed in 2020 and 562 in January-May 2021. No credible total Houthi/Saleh combatant death toll for 2014-2026 was found."
yemeni_civil_war,"Yemeni Civil War (Saudi-led intervention, blockade, famine)",Ansar Allah / Houthi-led Sana'a authorities and allied Saleh forces,civilians_killed_directly,1900,,"No authoritative cumulative 2014-2026 total was found. The 1,900 figure is a partial ACLED count through mid-2019 for direct targeting only and excludes many later or differently coded civilian deaths."
yemeni_civil_war,"Yemeni Civil War (Saudi-led intervention, blockade, famine)",Ansar Allah / Houthi-led Sana'a authorities and allied Saleh forces,deaths_from_actions:famine,,,"Mwatana/GRC concluded that Ansar Allah, along with the Saudi/UAE-led coalition, used starvation as a method of warfare through aid obstruction, arrests/intimidation of aid workers, blocking convoys, seizure of aid property, shelling areas affecting food access, and mining the Red Sea Mills. The shar"
yemeni_civil_war,"Yemeni Civil War (Saudi-led intervention, blockade, famine)",Ansar Allah / Houthi-led Sana'a authorities and allied Saleh forces,deaths_from_actions:displacement,,,"Houthi-laid landmines impeded return, farming, water access, and aid delivery; no credible estimate converts this to indirect deaths."
yemeni_civil_war,"Yemeni Civil War (Saudi-led intervention, blockade, famine)",Internationally recognized Yemeni government and Saudi-led coalition,military_killed,,,"No consolidated 2014-2026 combatant death toll by coalition/government side was found. Known fragments include 45 UAE soldiers killed in September 2015 and a Marib attack reported to have killed 52 Emirati, 10 Saudi, 5 Bahraini, and 36 pro-Hadi Yemeni troops."
yemeni_civil_war,"Yemeni Civil War (Saudi-led intervention, blockade, famine)",Internationally recognized Yemeni government and Saudi-led coalition,civilians_killed_directly,4946,9200,The low and high are not strict statistical confidence bounds; they are two conservative event-data measurements with different methodologies. The true direct civilian toll from coalition operations may be higher.
yemeni_civil_war,"Yemeni Civil War (Saudi-led intervention, blockade, famine)",Internationally recognized Yemeni government and Saudi-led coalition,deaths_from_actions:blockade,,,"HRW reported that Saudi-led coalition import restrictions and naval/air blockade measures worsened the humanitarian crisis and restricted fuel, food, medical access, and water/hospital systems. The coalition likely contributed substantially to UNDP's 223,000-227,000 indirect deaths by end-2021, but "
yemeni_civil_war,"Yemeni Civil War (Saudi-led intervention, blockade, famine)",Internationally recognized Yemeni government and Saudi-led coalition,deaths_from_actions:famine,,,"Mwatana/GRC concluded that the Saudi/UAE-led coalition attacked objects indispensable to survival, including farms, water facilities, fishing boats, markets, food and water storage and production sites, roads, bridges, electricity, and health facilities, supporting a finding of starvation as a metho"
yemeni_civil_war,"Yemeni Civil War (Saudi-led intervention, blockade, famine)",UAE-backed Southern Transitional Council and other southern / anti-Houthi armed groups,military_killed,,,No consolidated public combatant death toll by faction was found.
yemeni_civil_war,"Yemeni Civil War (Saudi-led intervention, blockade, famine)",UAE-backed Southern Transitional Council and other southern / anti-Houthi armed groups,civilians_killed_directly,,,"Credible reporting attributes detention abuses, torture and deaths in unofficial prisons to UAE-backed, government-backed and Houthi forces, but available figures are not cleanly separated for STC/UAE-backed forces."
yemeni_civil_war,"Yemeni Civil War (Saudi-led intervention, blockade, famine)","AQAP, Islamic State in Yemen, and other jihadist actors",military_killed,,,No consolidated 2014-2026 death toll for AQAP/IS-Yemen fighters was found.
yemeni_civil_war,"Yemeni Civil War (Saudi-led intervention, blockade, famine)","AQAP, Islamic State in Yemen, and other jihadist actors",civilians_killed_directly,,,"AQAP and IS-Yemen carried out attacks, but no authoritative cumulative civilian-death estimate for the war period was found."
yemeni_civil_war,"Yemeni Civil War (Saudi-led intervention, blockade, famine)","United States, United Kingdom, and Israel operations against Houthi-controlled Yemen",military_killed,,,No meaningful own-combatant death toll for these external forces in Yemen was found.
yemeni_civil_war,"Yemeni Civil War (Saudi-led intervention, blockade, famine)","United States, United Kingdom, and Israel operations against Houthi-controlled Yemen",civilians_killed_directly,238,,These deaths are part of the later regionalized Yemen/Red Sea escalation and should not be merged uncritically with earlier Saudi-led coalition totals.
yemeni_civil_war,"Yemeni Civil War (Saudi-led intervention, blockade, famine)","United States, United Kingdom, and Israel operations against Houthi-controlled Yemen",deaths_from_actions:infrastructure_damage,,,"U.S. and Israeli strikes damaged ports, airports and infrastructure, but no credible source was found translating this into indirect-death estimates."
south_sudan_civil_war,South Sudanese Civil War,Government of South Sudan / SPLA-SSPDF and allied forces,military_killed,,,"No comprehensive verified government military killed total was found. A Radio Tamazuj report cited a high-level military source claiming 10,659 government soldiers killed and 9,921 seriously wounded from January to October 2014, but this is partial and not a full-war verified total."
south_sudan_civil_war,South Sudanese Civil War,Government of South Sudan / SPLA-SSPDF and allied forces,civilians_killed_directly,946,,The low estimate is a documented floor from selected non-overlapping incidents and should not be treated as the government's total civilian direct-death toll. The full perpetrator-attributed civilian total is unknown.
south_sudan_civil_war,South Sudanese Civil War,Government of South Sudan / SPLA-SSPDF and allied forces,"deaths_from_actions:displacement, food insecurity, health-service disruption, humanitarian-access obstruction",,,"Government actions including attacks on civilians, burning/looting, and obstruction or hampering of humanitarian efforts plausibly contributed to indirect mortality, but no credible source assigns a numeric share of indirect deaths to the government. Conflict-wide implied indirect excess deaths thro"
south_sudan_civil_war,South Sudanese Civil War,SPLM/A-IO and allied opposition forces,military_killed,,,No reliable aggregate SPLA-IO military killed total was found. LSHTM's violent-death estimate cannot be divided by combatant/civilian status or by party.
south_sudan_civil_war,South Sudanese Civil War,SPLM/A-IO and allied opposition forces,civilians_killed_directly,200,,The low estimate is a documented floor based on the Bentiu massacre. The full opposition-attributed civilian direct-death toll is unknown.
south_sudan_civil_war,South Sudanese Civil War,SPLM/A-IO and allied opposition forces,"deaths_from_actions:displacement, destruction of towns, attacks on hospitals and aid infrastructure, looting",,,"Opposition actions contributed to displacement, livelihood disruption, and destruction of medical and humanitarian infrastructure, but no credible source assigns a numeric indirect-death share to SPLM/A-IO or its allies."
south_sudan_civil_war,South Sudanese Civil War,"Other armed groups, community-based militias, and non-signatory forces",military_killed,,,No reliable aggregate fighter-fatality total was found for community-based militias or non-signatory armed actors.
south_sudan_civil_war,South Sudanese Civil War,"Other armed groups, community-based militias, and non-signatory forces",civilians_killed_directly,,,"These actors were especially important in 2019-2020 violence, but the available UNMISS summary does not permit a precise killings-only attribution by group."
south_sudan_civil_war,South Sudanese Civil War,"Other armed groups, community-based militias, and non-signatory forces","deaths_from_actions:displacement, raiding, abduction, looting, destruction of livelihoods",,,"Community-based and local militia violence likely contributed to indirect deaths through displacement, loss of cattle/livelihoods, hunger, and lack of access to services, but no credible numeric indirect-death attribution was found."
rohingya_genocide,Rohingya genocide / Myanmar military operations,Myanmar military / Myanmar state security forces and aligned local auxiliaries,military_killed,21,45,"Low uses UN Fact-Finding Mission figures of 9 police killed in the 9 October 2016 attacks and 12 security personnel killed in the 25 August 2017 attacks. High uses broader Myanmar official reporting that by 18 October 2016 the dead included 5 soldiers and 9 policemen, plus later reporting of 15 gove"
rohingya_genocide,Rohingya genocide / Myanmar military operations,Myanmar military / Myanmar state security forces and aligned local auxiliaries,civilians_killed_directly,7800,26100,The low is a conservative additive lower bound for numerically documented civilian direct killings by Myanmar forces in this conflict frame. The high uses the upper OIDA-style Rohingya killed estimate plus documented later killings; true totals remain unknown.
rohingya_genocide,Rohingya genocide / Myanmar military operations,Myanmar military / Myanmar state security forces and aligned local auxiliaries,deaths_from_actions:displacement_disease_deprivation_untreated_injuries,2300,7059,"Derived from MSF's at least 9,000 total deaths in Rakhine between 25 August and 24 September 2017 minus at least 6,700 violence-related deaths; the high uses a reported MSF overall range of about 9,425-13,759 total deaths minus the minimum violent-death count. This is a derived proxy for non-violent"
